"ID","group","group_high","group_low","site","author_year","title","study_design","sample size","n_high","n_low","n_pre","n_post","outcome_assessment","m_pre","m_post","m_change","md","m_high","m_low","md_high_low","sd_high","sd_low","t","df","cohen d","sd_pre","sd_post","sd_change","pooled_sd","standard_error","lower_ci","upper_ci","smd_effctsize","author","Name","significant","significant direction","direction description","Delete","Country.of.Expirement","Size..n.","Industry.of.Participant","Gender","Nature.Type","Real.Exposure.Type","Exposure.Time..Mins.","Before_COVID","During_COVID","After_COVID","Field","Lab","Survey","Interviews","Stimuli_Visual","Stimuli_Auditory","Stimuli_Tactile","Stimuli_Olfactory","Stimuli_Thermal","Subjective","Objective","Row_ID","dep_var_1","dep_var_2","dep_var_3","dep_var_4","dep_var_5","dep_var_6","dep_var_7","dep_var_8","dep_var_9","assmnt_1","assmnt_2","assmnt_3","assmnt_4","assmnt_5","assmnt_6","assmnt_7","assmnt_8","assmnt_9","phys_assmnt_1","phys_assmnt_2","phys_assmnt_3","phys_assmnt_4","phys_assmnt_5","phys_assmnt_6","phys_assmnt_7","phys_assmnt_8","phys_assmnt_9","Column1","Column2","Column3","Column4","Column5"
37,NA,"green street","plaza",NA,"Jin et al. (2022)","Attention and Emotion Recovery Effects of Urban Parks during COVID-19—Psychological Symptoms as Moderators","Between-groups (cross-sectional)",NA,25,25,NA,NA,"Perceived Stress Scale (PSS-10)",NA,NA,NA,NA,13.96,12.84,1.12,5.57,5.39,NA,NA,NA,NA,NA,NA,5.48073900126616,1.55018708548356,-1.91836668754777,4.15836668754777,0.204352004308408,"Jin et al. (2022)","Attention and Emotion Recovery Effects of Urban Parks during COVID-19—Psychological Symptoms as Moderators","yes","positive","improvement","NA","China",125,"Academia","Mixed","Artificial/Virtual","NA",10,"0","1","0",0,1,0,0,"1","1","0","0","0","1","1",11,"Attention Function","Emotional response","Emotional Arousal","Stress Symptoms","Depressive Symptoms","NA","NA","NA","NA","Backward Digit Span Task (BDS)","Emotional Valence","Self-Assessment Manikin Scale (SAM)","Perceived Stress Scale (PSS-10)","Patient Health Questionnaire (PHQ-9)","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA
42,NA,NA,NA,NA,"Koivisto et al. (2024)","A short simulated nature experience as an effective way to promote restoration from work-related stress","Pre-post (within-subjects)",29,NA,NA,NA,NA,"Skin Conductance Response (SCR)",21.97,15.38,-6.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.94,16.01,15.975038341112,NA,2.96649014714417,-12.4043206884026,-0.775679311597422,-0.412518571742048,"Koivisto et al. (2024)","A short simulated nature experience as an effective way to promote restoration from work-related stress","yes","positive","increased","NA","Finland",30,"Academia","Mixed","Artificial/Virtual","Indirect",5,"0","1","1",0,1,0,0,"1","0","0","0","0","1","1",3,"Subjective Restoration","Emotional Arousal","Relaxation","Nature Connectedness","NA","NA","NA","NA","NA","Restoration Outcome Scale (ROS)",NA,"NA","Extended Inclusion of Nature in Self (EINS)","NA","NA","NA","NA","NA","NA","Electrodermal Activity (EDA)","Electroencephalography (EEG)","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA
42,NA,"nature condition","control condition",NA,"Koivisto et al. (2024)","A short simulated nature experience as an effective way to promote restoration from work-related stress","Within-subject (Nature vs Control)",26,NA,NA,NA,NA,"EEG Lower Alpha (8–10 Hz)",3.37,4.13,0.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.18,1.97,1.62377646244796,NA,0.318448764143646,0.135840422278454,1.38415957772155,0.468044720179184,"Koivisto et al. (2024)","A short simulated nature experience as an effective way to promote restoration from work-related stress","yes","positive","increased","NA","Finland",30,"Academia","Mixed","Artificial/Virtual","Indirect",5,"0","1","1",0,1,0,0,"1","0","0","0","0","1","1",3,"Subjective Restoration","Emotional Arousal","Relaxation","Nature Connectedness","NA","NA","NA","NA","NA","Restoration Outcome Scale (ROS)",NA,"NA","Extended Inclusion of Nature in Self (EINS)","NA","NA","NA","NA","NA","NA","Electrodermal Activity (EDA)","Electroencephalography (EEG)","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA
48,NA,NA,NA,NA,"Lei et al. (2021)","A quantitative study for indoor workplace biophilic design to improve health and productivity performance","Pre-post (within-subjects)",15,NA,NA,NA,NA,"Skin Conductance Level (SCL, μS)",13.63,5.38,-8.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.28,4.86,6.7888879796326,NA,1.75288333895899,-11.6856513443596,-4.81434865564039,-1.21522111202172,"Lei et al. (2021)","A quantitative study for indoor workplace biophilic design to improve health and productivity performance","no",NA,NA,"NA","Singapore, Hong Kong",15,"Office worker","Mixed","Both","Both",5,"0","0","0",0,1,0,0,"1","0","0","0","0","1","1",2,"Stress","Relaxation","Arousal","Perceived Restorativeness","Reaction Speed","Attention","Working Memory","NA","NA","NA","NA","NA","Perceived Restorativeness Scale (PRS)","Visual Reaction Time Task (VRTT)","Stroop Test","Working Memory Task","NA","NA","Heart Rate Variability (HRV)","Electroencephalogram (EEG)","Electrodermal Activity (EDA)","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA
48,NA,NA,NA,NA,"Lei et al. (2021)","A quantitative study for indoor workplace biophilic design to improve health and productivity performance","Pre-post (within-subjects)",15,NA,NA,NA,NA,"EEG Alpha wave (Total power, dB)",49.6,77.94,28.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.62,23.98,24.3021069045464,NA,6.27477702127069,16.0414370383094,40.6385629616905,1.16615403394091,"Lei et al. (2021)","A quantitative study for indoor workplace biophilic design to improve health and productivity performance","no",NA,NA,"NA","Singapore, Hong Kong",15,"Office worker","Mixed","Both","Both",5,"0","0","0",0,1,0,0,"1","0","0","0","0","1","1",2,"Stress","Relaxation","Arousal","Perceived Restorativeness","Reaction Speed","Attention","Working Memory","NA","NA","NA","NA","NA","Perceived Restorativeness Scale (PRS)","Visual Reaction Time Task (VRTT)","Stroop Test","Working Memory Task","NA","NA","Heart Rate Variability (HRV)","Electroencephalogram (EEG)","Electrodermal Activity (EDA)","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA
55,"Urban residential (Rio de Janeiro, Brazil)",NA,NA,"Home Gardens (private residential gardens)","Marques et al. (2021)","Home gardens can be more important than other urban green infrastructure for mental well-being during COVID-19 pandemics","between groups",173,NA,NA,NA,NA,"Depression, Anxiety, and Stress Scale (DASS-21)",NA,NA,NA,-10.997,NA,NA,NA,NA,NA,-2.79111675126904,171,-0.426884065207203,NA,NA,NA,NA,3.94,-18.7194,-39.481140751269,-0.426884065207203,"Marques et al. (2021)","Home gardens can be more important than other urban green infrastructure for mental well-being during COVID-19 pandemics",NA,NA,NA,"NA","Brazil",173,"NA","Mostly Female (75%+)
","NA","NA",0,"0","1","0",0,0,1,0,"NA","NA","NA","NA","NA","1","0",55,"Mental Distress","Green Infrastructure Exposure","NA","NA","NA","NA","NA","NA","NA","Depression Anxiety Stress Scale (DASS-21)","Self-reported interaction with urban green infrastructure survey","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA
69,"Nature-Exercise Group",NA,NA,NA,"Rajoo et al. (2021)","Addressing psychosocial issues caused by the COVID-19 lockdown: Can urban greeneries help?","Pre-post (within-group)",15,NA,NA,NA,NA,"Depression, Anxiety, and Stress Scale (DASS-21)",13.13,11.27,-1.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.96,4.41,4.19104402267502,NA,1.08212291353617,-3.98096091053089,0.260960910530883,-0.44380349858812,"Rajoo et al. (2021)","Addressing psychosocial issues caused by the COVID-19 lockdown: Can urban greeneries help?","yes","negative","reduction","NA","Malaysia",30,"NA","Mixed","Real","Direct",20,"0","1","0",1,0,0,0,"1","1","1","0","0","1","0",7,"Stress","Anxiety","Depression","NA","NA","NA","NA","NA","NA","Depression Anxiety Stress Scale (DASS-21)","Depression Anxiety Stress Scale (DASS-21)","Depression Anxiety Stress Scale (DASS-21)","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA
69,"Nature Therapy Group",NA,NA,NA,"Rajoo et al. (2021)","Addressing psychosocial issues caused by the COVID-19 lockdown: Can urban greeneries help?","Pre-post (within-group)",15,NA,NA,NA,NA,"Depression, Anxiety, and Stress Scale (DASS-21)",12.13,7.67,-4.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.11,3.48,4.37164156810688,NA,1.12875299925774,-6.67235587854516,-2.24764412145484,-1.02021172836715,"Rajoo et al. (2021)","Addressing psychosocial issues caused by the COVID-19 lockdown: Can urban greeneries help?","yes","negative","reduction","NA","Malaysia",30,"NA","Mixed","Real","Direct",20,"0","1","0",1,0,0,0,"1","1","1","0","0","1","0",7,"Stress","Anxiety","Depression","NA","NA","NA","NA","NA","NA","Depression Anxiety Stress Scale (DASS-21)","Depression Anxiety Stress Scale (DASS-21)","Depression Anxiety Stress Scale (DASS-21)","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA
98,"High Stress, High Deprivation","High (65.8%) green space","Low (49.5%) Green Space","c3 (high exposure), c4 (low exposure)","Ward Thompson (2016)","Mitigating Stress and Supporting Health in Deprived Urban Communities: The Importance of Green Space and the Social Environment","between groups",NA,99,106,NA,NA,"Perceived Stress Scale (PSS)",NA,NA,NA,NA,13.2,14,NA,6.8,5.2,NA,NA,NA,1.9,NA,NA,6.02569211935371,0.84980294580176,-2.46561377377145,0.865613773771448,-0.132764831683071,"Ward Thompson et al. (2016)","Mitigating Stress and Supporting Health in Deprived Urban Communities: The Importance of Green Space and the Social Environment",NA,NA,NA,"NA","United Kingdom, Scotland",406,"NA","Mixed","NA","Indirect",0,"1","0","0",0,0,1,0,"NA","NA","NA","NA","NA","1","1",118,"Stress","Mental Wellbeing","NA","NA","NA","NA","NA","NA","NA","Perceived Stress Scale (PSS)","Shorter Warwick-Edinburgh Mental Wellbeing Scale (SWEMWBS)","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA
100,"Grassland Slopes",NA,NA,"s1","Weng et al. (2024)","Quantitative Analysis of Physiological and Psychological Impacts of Visual and Auditory Elements in Wuyishan National Park Using Eye-Tracking","Pre-Post (Within-Subjects)",41,NA,NA,NA,NA,"Total Mood Disturbance (TMD)",NA,NA,-0.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.14,NA,0.958906897996041,-2.11945752007224,1.63945752007224,-0.0390879478827362,"Weng et al. (2024)","Quantitative Analysis of Physiological and Psychological Impacts of Visual and Auditory Elements in Wuyishan National Park Using Eye-Tracking","yes","positive",NA,"NA","China",41,"NA","Mixed","Real","Direct",15,"0","0","1",1,0,0,0,"1","1","0","0","0","1","1",90,"Mood States","Positive and Negative Affect","NA","NA","NA","NA","NA","NA","NA","Profile of Mood States (POMS)","Positive and Negative Affect Schedule (PANAS)","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA
100,"Broadleaf Forest Valley",NA,NA,"s2","Weng et al. (2024)","Quantitative Analysis of Physiological and Psychological Impacts of Visual and Auditory Elements in Wuyishan National Park Using Eye-Tracking","Pre-Post (Within-Subjects)",41,NA,NA,NA,NA,"Total Mood Disturbance (TMD)",NA,NA,0.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.23,NA,0.972962536566016,-1.61700657166939,2.19700657166939,0.0465489566613162,"Weng et al. (2024)","Quantitative Analysis of Physiological and Psychological Impacts of Visual and Auditory Elements in Wuyishan National Park Using Eye-Tracking","yes","positive",NA,"NA","China",41,"NA","Mixed","Real","Direct",15,"0","0","1",1,0,0,0,"1","1","0","0","0","1","1",90,"Mood States","Positive and Negative Affect","NA","NA","NA","NA","NA","NA","NA","Profile of Mood States (POMS)","Positive and Negative Affect Schedule (PANAS)","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA
100,"Mixed Broadleaf and Coniferous Forest Valley",NA,NA,"s3","Weng et al. (2024)","Quantitative Analysis of Physiological and Psychological Impacts of Visual and Auditory Elements in Wuyishan National Park Using Eye-Tracking","Pre-Post (Within-Subjects)",41,NA,NA,NA,NA,"Total Mood Disturbance (TMD)",NA,NA,-3.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.26,NA,0.821473987534068,-4.71008901556677,-1.48991098443323,-0.5893536121673,"Weng et al. (2024)","Quantitative Analysis of Physiological and Psychological Impacts of Visual and Auditory Elements in Wuyishan National Park Using Eye-Tracking","yes","positive",NA,"NA","China",41,"NA","Mixed","Real","Direct",15,"0","0","1",1,0,0,0,"1","1","0","0","0","1","1",90,"Mood States","Positive and Negative Affect","NA","NA","NA","NA","NA","NA","NA","Profile of Mood States (POMS)","Positive and Negative Affect Schedule (PANAS)","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA
100,"Broadleaf Ridge Forest",NA,NA,"s4","Weng et al. (2024)","Quantitative Analysis of Physiological and Psychological Impacts of Visual and Auditory Elements in Wuyishan National Park Using Eye-Tracking","Pre-Post (Within-Subjects)",41,NA,NA,NA,NA,"Total Mood Disturbance (TMD)",NA,NA,-2.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.59,NA,0.716837567068702,-4.38500163145466,-1.57499836854534,-0.649237472766885,"Weng et al. (2024)","Quantitative Analysis of Physiological and Psychological Impacts of Visual and Auditory Elements in Wuyishan National Park Using Eye-Tracking","yes","positive",NA,"NA","China",41,"NA","Mixed","Real","Direct",15,"0","0","1",1,0,0,0,"1","1","0","0","0","1","1",90,"Mood States","Positive and Negative Affect","NA","NA","NA","NA","NA","NA","NA","Profile of Mood States (POMS)","Positive and Negative Affect Schedule (PANAS)","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA
100,"Mixed Broadleaf and Coniferous Forest Slopes",NA,NA,"s5","Weng et al. (2024)","Quantitative Analysis of Physiological and Psychological Impacts of Visual and Auditory Elements in Wuyishan National Park Using Eye-Tracking","Pre-Post (Within-Subjects)",41,NA,NA,NA,NA,"Total Mood Disturbance (TMD)",NA,NA,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.14,NA,0.958906897996041,-2.87945752007224,0.879457520072241,-0.162866449511401,"Weng et al. (2024)","Quantitative Analysis of Physiological and Psychological Impacts of Visual and Auditory Elements in Wuyishan National Park Using Eye-Tracking","yes","positive",NA,"NA","China",41,"NA","Mixed","Real","Direct",15,"0","0","1",1,0,0,0,"1","1","0","0","0","1","1",90,"Mood States","Positive and Negative Affect","NA","NA","NA","NA","NA","NA","NA","Profile of Mood States (POMS)","Positive and Negative Affect Schedule (PANAS)","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA
